district,city_corporation,upazila_thana,paurashava,union_ward,mauza,village_mahalla,location_name,hh_total,hh_general,hh_institutional,hh_others,pop_total,pop_male,pop_female,pop_hijra,sex_ratio,level
26,,14,,313,403,36,Basibil Jalsa,145,144,0,1,580,299,281,0,106.41,village
26,,14,,313,403,111,Bara Hisya Jalsa,404,401,1,2,1652,876,776,0,112.89,village
26,,14,,313,403,188,Jalsa,57,56,0,1,239,120,119,0,100.84,village
26,,14,,313,403,268,Nayapara Jalsa,28,27,1,0,114,62,52,0,119.23,village
26,,14,,313,403,308,Pashchimpara Jalsa,190,188,0,2,730,345,385,0,89.61,village
26,,14,,313,451,,Kashtipur*,138,138,0,0,553,272,281,0,96.8,mauza
26,,14,,313,451,68,Dakkhin Kawalipara,93,93,0,0,367,181,186,0,97.31,village
26,,14,,313,451,208,Kashtipur,45,45,0,0,186,91,95,0,95.79,village
26,,14,,313,455,,Kawalipara*,514,490,3,21,1999,993,1006,0,98.71,mauza
26,,14,,313,455,208,Uttar Kawalipara,514,490,3,21,1999,993,1006,0,98.71,village
26,,14,,313,466,,Krishnapura*,1170,1033,6,131,4293,2256,2037,0,110.75,mauza
26,,14,,313,466,28,Barabaria,416,353,0,63,1419,791,628,0,125.96,village
26,,14,,313,466,208,Krishnapura,754,680,6,68,2874,1465,1409,0,103.97,village
26,,14,,313,540,,Marapara*,232,232,0,0,888,452,436,0,103.67,mauza
26,,14,,313,540,248,Marapara,232,232,0,0,888,452,436,0,103.67,village
26,,14,,313,570,,Bara Nalai*,564,563,0,1,2181,1082,1099,0,98.45,mauza
26,,14,,313,570,208,Kawakhola,211,211,0,0,828,431,397,0,108.56,village
26,,14,,313,570,268,Bara Nalai,353,352,0,1,1353,651,702,0,92.74,village
26,,14,,313,636,,Paruhala*,727,713,1,13,3158,1732,1426,0,121.46,mauza
26,,14,,313,636,228,Lalitnagar,239,234,0,5,972,504,468,0,107.69,village
26,,14,,313,636,308,Paruhala,488,479,1,8,2186,1228,958,0,128.18,village
26,,14,,313,711,,Rakkhit Paruhala*,134,134,0,0,534,283,251,0,112.75,mauza
26,,14,,313,711,348,Rakkhit Paruhala,134,134,0,0,534,283,251,0,112.75,village
26,,14,,413,,,Jadabpur Union,5104,5055,2,47,19496,9431,10065,0,93.7,union_ward
26,,14,,413,,,Rural,4955,4912,2,41,18896,9133,9763,0,93.55,union_ward
26,,14,,413,,,Urban,149,143,0,6,600,298,302,0,98.68,union_ward
26,,14,,413,30,,Amchhimur*,525,522,0,3,2063,996,1067,0,93.35,mauza
26,,14,,413,30,56,Amchhimur,525,522,0,3,2063,996,1067,0,93.35,village
26,,14,,413,31,,Amrail*,567,566,0,1,2122,1009,1113,0,90.66,mauza
26,,14,,413,31,56,Amrail,567,566,0,1,2122,1009,1113,0,90.66,village
26,,14,,413,36,,Atigaon*,23,23,0,0,78,37,41,0,90.24,mauza
26,,14,,413,36,65,Atigaon,23,23,0,0,78,37,41,0,90.24,village
26,,14,,413,81,,Banshkota*,66,65,0,1,227,102,125,0,81.6,mauza
26,,14,,413,81,28,Banshkota,66,65,0,1,227,102,125,0,81.6,village
26,,14,,413,106,,Bhagyeshwari*,82,73,0,9,237,129,108,0,119.44,mauza
26,,14,,413,106,28,Bhagyeshwari,82,73,0,9,237,129,108,0,119.44,village
26,,14,,413,115,,Bil Kushnai*,286,285,0,1,1133,531,602,0,88.21,mauza
26,,14,,413,115,28,Bil Kushnai,286,285,0,1,1133,531,602,0,88.21,village
26,,14,,413,117,,Bil Shura*,5,5,0,0,27,12,15,0,80,mauza
26,,14,,413,117,28,Bil Shura,5,5,0,0,27,12,15,0,80,village
26,,14,,413,164,,Chunna*,121,121,0,0,518,265,253,0,104.74,mauza
26,,14,,413,164,48,Chunna,121,121,0,0,518,265,253,0,104.74,village
26,,14,,413,196,,Dakkhin Panchash*,80,80,0,0,312,156,156,0,100,mauza
26,,14,,413,196,68,Dakkhin Panchash,80,80,0,0,312,156,156,0,100,village
26,,14,,413,208,,Delutia*,161,160,0,1,574,277,297,0,93.27,mauza
26,,14,,413,208,68,Delutia,161,160,0,1,574,277,297,0,93.27,village
26,,14,,413,215,,Dhantara*,149,143,0,6,600,298,302,0,98.68,mauza
26,,14,,413,215,68,Dhantara,149,143,0,6,600,298,302,0,98.68,village
26,,14,,413,304,,Gaontara*,164,162,0,2,639,298,341,0,87.39,mauza
26,,14,,413,304,128,Gaontara,164,162,0,2,639,298,341,0,87.39,village
26,,14,,413,305,,Garugram*,439,439,0,0,1741,824,917,0,89.86,mauza
26,,14,,413,305,28,Bhatkura,158,158,0,0,670,348,322,0,108.07,village
26,,14,,413,305,36,Gajaria,34,34,0,0,116,49,67,0,73.13,village
26,,14,,413,305,128,Garugram,247,247,0,0,955,427,528,0,80.87,village
26,,14,,413,308,,Gokhura*,60,60,0,0,263,134,129,0,103.88,mauza
26,,14,,413,308,128,Gokhura,60,60,0,0,263,134,129,0,103.88,village
26,,14,,413,310,,Gomgram*,581,577,0,4,2062,1003,1059,0,94.71,mauza
26,,14,,413,310,28,Banerchar,82,82,0,0,279,142,137,0,103.65,village
26,,14,,413,310,128,Gomgram,338,338,0,0,1188,575,613,0,93.8,village
26,,14,,413,310,208,Khola Bari,161,157,0,4,595,286,309,0,92.56,village
26,,14,,413,402,,Jadabpur*,955,940,2,13,3857,1865,1992,0,93.62,mauza
26,,14,,413,402,188,Jadabpur,955,940,2,13,3857,1865,1992,0,93.62,village
26,,14,,413,462,,Khalbera*,74,69,0,5,214,102,112,0,91.07,mauza
26,,14,,413,462,208,Khalbera,74,69,0,5,214,102,112,0,91.07,village
26,,14,,413,468,,Kumarhati*,76,76,0,0,279,135,144,0,93.75,mauza
26,,14,,413,468,208,Kumarhati,76,76,0,0,279,135,144,0,93.75,village
26,,14,,413,632,,Panch Banshkota*,70,70,0,0,252,128,124,0,103.23,mauza
26,,14,,413,632,308,Panch Banshkota,70,70,0,0,252,128,124,0,103.23,village
26,,14,,413,634,,Panchlakkhi*,144,143,0,1,560,281,279,0,100.72,mauza
26,,14,,413,634,308,Panchlakkhi,144,143,0,1,560,281,279,0,100.72,village
26,,14,,413,648,,Pukharia*,40,40,0,0,114,54,60,0,90,mauza
26,,14,,413,648,308,Pukharia,40,40,0,0,114,54,60,0,90,village
26,,14,,413,712,,Rambhadrapara*,225,225,0,0,898,434,464,0,93.53,mauza
26,,14,,413,712,348,Rambhadrapara,225,225,0,0,898,434,464,0,93.53,village
26,,14,,413,746,,Sakrail*,66,66,0,0,244,128,116,0,110.34,mauza
26,,14,,413,746,368,Sakrail,66,66,0,0,244,128,116,0,110.34,village
26,,14,,413,755,,Shaitta*,101,101,0,0,333,169,164,0,103.05,mauza
26,,14,,413,755,368,Shaitta,101,101,0,0,333,169,164,0,103.05,village
26,,14,,413,839,,Uttar Panchash*,44,44,0,0,149,64,85,0,75.29,mauza
26,,14,,413,839,408,Uttar Panchash,44,44,0,0,149,64,85,0,75.29,village
26,,14,,447,,,Kulla Union,12417,12275,9,133,50198,25142,25056,0,100.34,union_ward
26,,14,,447,,,Rural,12417,12275,9,133,50198,25142,25056,0,100.34,union_ward
26,,14,,447,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,14,,447,67,,Bagharan*,2,2,0,0,6,4,2,0,200,mauza
26,,14,,447,67,28,Bagharan,2,2,0,0,6,4,2,0,200,village
26,,14,,447,84,,Bara Chandrail*,1717,1701,1,15,6537,3292,3245,0,101.45,mauza
26,,14,,447,84,28,Bara Chandrail Pashchimpara,401,394,0,7,1547,748,799,0,93.62,village
26,,14,,447,84,36,Bara Chandrail Purbapara,1316,1307,1,8,4990,2544,2446,0,104.01,village
26,,14,,447,85,,Bara Kair*,364,357,1,6,1509,798,711,0,112.24,mauza
26,,14,,447,85,28,Bara Kair,253,246,1,6,1047,561,486,0,115.43,village
26,,14,,447,85,48,Chaulail,111,111,0,0,462,237,225,0,105.33,village
26,,14,,447,86,,Bara Kushiara*,621,620,0,1,2725,1317,1408,0,93.54,mauza
26,,14,,447,86,28,Bara Kushiara,621,620,0,1,2725,1317,1408,0,93.54,village
26,,14,,447,91,,Bardail*,470,462,2,6,2034,1032,1002,0,102.99,mauza
26,,14,,447,91,28,Bardail,188,184,0,4,807,412,395,0,104.3,village
26,,14,,447,91,348,Rupnagar,282,278,2,2,1227,620,607,0,102.14,village
26,,14,,447,92,,Barilya*,127,127,0,0,509,260,249,0,104.42,mauza
26,,14,,447,92,28,Barilya,127,127,0,0,509,260,249,0,104.42,village
26,,14,,447,94,,Basai*,95,94,0,1,391,192,199,0,96.48,mauza
26,,14,,447,94,28,Basai,95,94,0,1,391,192,199,0,96.48,village
26,,14,,447,163,,Choutail*,701,700,0,1,2847,1410,1437,0,98.12,mauza
26,,14,,447,163,48,Choutail,701,700,0,1,2847,1410,1437,0,98.12,village
26,,14,,447,207,,Deli Gangail*,77,75,1,1,341,176,165,0,106.67,mauza
26,,14,,447,207,68,Deli Gangail,77,75,1,1,341,176,165,0,106.67,village
26,,14,,447,273,,Fordnagar Dwitiya Khanda*,1053,1043,1,9,4069,2015,2054,0,98.1,mauza
26,,14,,447,273,108,Fordnagar Dakkhinpara,279,277,0,2,1093,539,554,0,97.29,village
26,,14,,447,273,116,Fordnagar Uttarpara,631,627,1,3,2491,1241,1250,0,99.28,village
26,,14,,447,273,208,Kandapara,143,139,0,4,485,235,250,0,94,village
26,,14,,447,373,,Imam Gangail*,227,225,1,1,924,440,484,0,90.91,mauza
26,,14,,447,373,168,Imam Gangail,117,116,0,1,437,200,237,0,84.39,village
26,,14,,447,373,208,Kandapara,110,109,1,0,487,240,247,0,97.17,village
26,,14,,447,440,,Kaknail*,56,56,0,0,263,143,120,0,119.17,mauza
26,,14,,447,440,208,Kaknail,56,56,0,0,263,143,120,0,119.17,village
26,,14,,447,454,,Katar Barilla*,45,44,0,1,184,96,88,0,109.09,mauza
26,,14,,447,454,208,Katar Barilla,45,44,0,1,184,96,88,0,109.09,village
26,,14,,447,458,,Kelia*,1761,1711,2,48,7130,3686,3444,0,107.03,mauza
26,,14,,447,458,68,Dakkhin Kelia,1197,1162,2,33,4712,2436,2276,0,107.03,village
26,,14,,447,458,408,Uttar Kelia,564,549,0,15,2418,1250,1168,0,107.02,village
26,,14,,447,464,,Khatra*,647,642,0,5,2486,1235,1251,0,98.72,mauza
26,,14,,447,464,419,Khatra,647,642,0,5,2486,1235,1251,0,98.72,village
26,,14,,447,467,,Kulla*,1243,1221,0,22,4787,2368,2419,0,97.89,mauza
26,,14,,447,467,148,Hiranadi Kulla,607,591,0,16,2261,1125,1136,0,99.03,village
26,,14,,447,467,208,Kulla,636,630,0,6,2526,1243,1283,0,96.88,village
26,,14,,447,502,,Laruakunda*,834,832,0,2,3257,1594,1663,0,95.85,mauza
26,,14,,447,502,48,Charpara,251,249,0,2,979,488,491,0,99.39,village
26,,14,,447,502,228,Laruakunda,583,583,0,0,2278,1106,1172,0,94.37,village
26,,14,,447,533,,Makhulia*,148,148,0,0,657,328,329,0,99.7,mauza
26,,14,,447,533,268,Natun Makhulia,25,25,0,0,107,59,48,0,122.92,village
26,,14,,447,533,308,Puratan Makhulia,123,123,0,0,550,269,281,0,95.73,village
26,,14,,447,536,,Mamura*,371,371,0,0,1606,810,796,0,101.76,mauza
26,,14,,447,536,248,Mamura,303,303,0,0,1334,663,671,0,98.81,village
26,,14,,447,536,256,Mamura Jelepara,68,68,0,0,272,147,125,0,117.6,village
26,,14,,447,573,,Naogaon Kait*,202,201,0,1,905,445,460,0,96.74,mauza
26,,14,,447,573,268,Naogaon Kait,202,201,0,1,905,445,460,0,96.74,village
26,,14,,447,631,,Palli*,415,410,0,5,1730,865,865,0,100,mauza
26,,14,,447,631,63,Aralia,241,237,0,4,1008,506,502,0,100.8,village
26,,14,,447,631,308,Palli,174,173,0,1,722,359,363,0,98.9,village
26,,14,,447,638,,Pashchim Barigaon*,34,34,0,0,160,88,72,0,122.22,mauza
26,,14,,447,638,308,Pashchim Barigaon,34,34,0,0,160,88,72,0,122.22,village
26,,14,,447,650,,Purba Barigaon*,604,604,0,0,2500,1204,1296,0,92.9,mauza
26,,14,,447,650,28,Purba Barigaon Uttar Para,275,275,0,0,1112,520,592,0,87.84,village
26,,14,,447,650,308,Purba Barigaon,329,329,0,0,1388,684,704,0,97.16,village
26,,14,,447,745,,Sachhna*,169,167,0,2,729,355,374,0,94.92,mauza
26,,14,,447,745,368,Sachhna,169,167,0,2,729,355,374,0,94.92,village
26,,14,,447,750,,Sastapur*,101,98,0,3,450,245,205,0,119.51,mauza
26,,14,,447,750,368,Sastapur,101,98,0,3,450,245,205,0,119.51,village
26,,14,,447,765,,Siti*,333,330,0,3,1462,744,718,0,103.62,mauza
26,,14,,447,765,368,Siti,333,330,0,3,1462,744,718,0,103.62,village
26,,14,,456,,,Kushura Union,8025,7978,10,37,31615,15465,16147,3,95.78,union_ward
26,,14,,456,,,Rural,7840,7796,9,35,30840,15029,15808,3,95.07,union_ward
26,,14,,456,,,Urban,185,182,1,2,775,436,339,0,128.61,union_ward
26,,14,,456,69,,Baingkhartala*,43,43,0,0,168,84,84,0,100,mauza
26,,14,,456,69,28,Baingkhartala,43,43,0,0,168,84,84,0,100,village
26,,14,,456,70,,Bainya*,352,350,0,2,1357,654,703,0,93.03,mauza
26,,14,,456,70,28,Bainya,352,350,0,2,1357,654,703,0,93.03,village
26,,14,,456,77,,Banbari*,88,88,0,0,340,168,172,0,97.67,mauza
26,,14,,456,77,28,Banbari,88,88,0,0,340,168,172,0,97.67,village
26,,14,,456,79,,Bannakhola*,426,422,1,3,1832,846,986,0,85.8,mauza
26,,14,,456,79,28,Bannakhola,426,422,1,3,1832,846,986,0,85.8,village
26,,14,,456,80,,Bannal*,911,908,1,2,3554,1755,1799,0,97.55,mauza
26,,14,,456,80,28,Bainbari,14,14,0,0,55,31,24,0,129.17,village
26,,14,,456,80,36,Bakchar,30,30,0,0,112,53,59,0,89.83,village
26,,14,,456,80,44,Bannal,245,245,0,0,949,449,500,0,89.8,village
26,,14,,456,80,52,Bhurbaria,261,260,0,1,1049,508,541,0,93.9,village
26,,14,,456,80,60,Bucharbari,89,88,1,0,363,180,183,0,98.36,village
26,,14,,456,80,68,Chandrabari,12,11,0,1,56,33,23,0,143.48,village
26,,14,,456,80,228,Kulinda,129,129,0,0,476,243,233,0,104.29,village
26,,14,,456,80,268,Maijail,29,29,0,0,110,54,56,0,96.43,village
26,,14,,456,80,388,Shaittabari,102,102,0,0,384,204,180,0,113.33,village
26,,14,,456,100,,Beki Garail*,133,133,0,0,470,206,264,0,78.03,mauza
26,,14,,456,100,28,Beki Garail,133,133,0,0,470,206,264,0,78.03,village
26,,14,,456,102,,Bengroa*,79,79,0,0,326,172,154,0,111.69,mauza
26,,14,,456,102,28,Bengroa,79,79,0,0,326,172,154,0,111.69,village
26,,14,,456,197,,Dakkhin Paragaon*,232,232,0,0,856,428,428,0,100,mauza
26,,14,,456,197,68,Dakkhin Paragaon,232,232,0,0,856,428,428,0,100,village
26,,14,,456,201,,Dalipara*,185,182,1,2,775,436,339,0,128.61,mauza
26,,14,,456,201,68,Dalipara,185,182,1,2,775,436,339,0,128.61,village
26,,14,,456,210,,Deokhola*,91,91,0,0,373,176,197,0,89.34,mauza
26,,14,,456,210,68,Deokhola,91,91,0,0,373,176,197,0,89.34,village
26,,14,,456,220,,Durgapur Garail*,859,853,0,6,3308,1648,1660,0,99.28,mauza
26,,14,,456,220,28,Bagjan,92,92,0,0,365,186,179,0,103.91,village
26,,14,,456,220,48,Ag Garail,134,133,0,1,538,260,278,0,93.53,village
26,,14,,456,220,68,Durgapur Garail,187,187,0,0,683,331,352,0,94.03,village
26,,14,,456,220,248,Madhudanga,336,332,0,4,1315,659,656,0,100.46,village
26,,14,,456,220,348,Radhanagar,110,109,0,1,407,212,195,0,108.72,village
26,,14,,456,311,,Gulail*,232,231,1,0,935,476,459,0,103.7,mauza
26,,14,,456,311,128,Gulail,232,231,1,0,935,476,459,0,103.7,village
26,,14,,456,339,,Haluapara*,276,275,0,1,1113,534,579,0,92.23,mauza
26,,14,,456,339,148,Haluapara,276,275,0,1,1113,534,579,0,92.23,village
26,,14,,456,340,,Haridaspur*,218,217,1,0,960,511,449,0,113.81,mauza
26,,14,,456,340,148,Haridaspur,218,217,1,0,960,511,449,0,113.81,village
26,,14,,456,341,,Haterkanda*,39,37,1,1,144,75,69,0,108.7,mauza
26,,14,,456,341,148,Haterkanda,39,37,1,1,144,75,69,0,108.7,village
26,,14,,456,446,,Kantahati*,415,414,1,0,1807,947,860,0,110.12,mauza
26,,14,,456,446,208,Kantahati,415,414,1,0,1807,947,860,0,110.12,village
26,,14,,456,447,,Kanthalia*,237,237,0,0,879,412,467,0,88.22,mauza
26,,14,,456,447,208,Kanthalia,237,237,0,0,879,412,467,0,88.22,village
26,,14,,456,452,,Kasimnagar*,73,73,0,0,235,119,116,0,102.59,mauza
26,,14,,456,452,208,Kasimnagar,73,73,0,0,235,119,116,0,102.59,village
26,,14,,456,460,,Toperbari*,701,696,1,4,2647,1253,1394,0,89.89,mauza
26,,14,,456,460,558,Toperbari,701,696,1,4,2647,1253,1394,0,89.89,village
26,,14,,456,471,,Kuni Kushura*,186,186,0,0,695,333,362,0,91.99,mauza
26,,14,,456,471,208,Kuni Kushura,186,186,0,0,695,333,362,0,91.99,village
26,,14,,456,473,,Kushura*,442,439,0,3,1783,856,927,0,92.34,mauza
26,,14,,456,473,148,Hat Kushura,186,184,0,2,688,335,353,0,94.9,village
26,,14,,456,473,208,Kushura,256,255,0,1,1095,521,574,0,90.77,village
26,,14,,456,503,,Lochankhola*,61,61,0,0,258,123,135,0,91.11,mauza
26,,14,,456,503,228,Lochankhola,61,61,0,0,258,123,135,0,91.11,village
26,,14,,456,504,,Loharkhola*,29,29,0,0,101,44,57,0,77.19,mauza
26,,14,,456,504,228,Loharkhola,29,29,0,0,101,44,57,0,77.19,village
26,,14,,456,569,,Nabagram*,532,522,1,9,2014,941,1070,3,87.94,mauza
26,,14,,456,569,268,Nabagram,532,522,1,9,2014,941,1070,3,87.94,village
26,,14,,456,575,,Naterkhola*,35,34,0,1,151,74,77,0,96.1,mauza
26,,14,,456,575,268,Naterkhola,35,34,0,1,151,74,77,0,96.1,village
26,,14,,456,577,,Nimatali*,19,19,0,0,89,36,53,0,67.92,mauza
26,,14,,456,577,268,Nimatali,19,19,0,0,89,36,53,0,67.92,village
26,,14,,456,635,,Pankatta*,26,26,0,0,113,64,49,0,130.61,mauza
26,,14,,456,635,308,Pankatta,26,26,0,0,113,64,49,0,130.61,village
26,,14,,456,640,,Pashchim Bauza*,106,106,0,0,441,225,216,0,104.17,mauza
26,,14,,456,640,308,Pashchim Bauza,106,106,0,0,441,225,216,0,104.17,village
26,,14,,456,643,,Pashchim Narasinghapur*,194,192,0,2,711,342,369,0,92.68,mauza
26,,14,,456,643,308,Pashchim Narasinghapur,194,192,0,2,711,342,369,0,92.68,village
26,,14,,456,645,,Pashchim Shulshulia*,77,77,0,0,300,140,160,0,87.5,mauza
26,,14,,456,645,308,Pashchim Shulshulia,77,77,0,0,300,140,160,0,87.5,village
26,,14,,456,649,,Purba Baoja*,93,92,1,0,371,192,179,0,107.26,mauza
26,,14,,456,649,316,Purba Baoja,93,92,1,0,371,192,179,0,107.26,village
26,,14,,456,656,,Purba Shulshulia*,14,14,0,0,68,38,30,0,126.67,mauza
26,,14,,456,656,308,Purba Shulshulia,14,14,0,0,68,38,30,0,126.67,village
26,,14,,456,713,,Ramdair*,130,130,0,0,517,250,267,0,93.63,mauza
26,,14,,456,713,348,Ramdair,130,130,0,0,517,250,267,0,93.63,village
26,,14,,456,753,,Shaildhara*,78,78,0,0,310,151,159,0,94.97,mauza
26,,14,,456,753,368,Shaildhara,78,78,0,0,310,151,159,0,94.97,village
26,,14,,456,756,,Shakhua*,62,62,0,0,231,116,115,0,100.87,mauza
26,,14,,456,756,368,Shakhua,62,62,0,0,231,116,115,0,100.87,village
26,,14,,456,757,,Shasan*,217,216,0,1,837,372,465,0,80,mauza
26,,14,,456,757,368,Shasan,217,216,0,1,837,372,465,0,80,village
26,,14,,456,768,,Sreepur*,93,93,0,0,387,188,199,0,94.47,mauza
26,,14,,456,768,368,Sreepur,93,93,0,0,387,188,199,0,94.47,village
26,,14,,456,806,,Khagarmora*,41,41,0,0,159,80,79,0,101.27,mauza
26,,14,,456,806,385,Khagarmora,41,41,0,0,159,80,79,0,101.27,village
26,,14,,548,,,Nannar Union,4968,4930,3,35,20250,9929,10321,0,96.2,union_ward
26,,14,,548,,,Rural,2030,2021,2,7,8598,4227,4371,0,96.71,union_ward
26,,14,,548,,,Urban,2938,2909,1,28,11652,5702,5950,0,95.83,union_ward
26,,14,,548,73,,Bajashan*,3,0,1,2,88,83,5,0,1660,mauza
26,,14,,548,73,28,Bajashan,3,0,1,2,88,83,5,0,1660,village
26,,14,,548,113,,Bil Jamula*,98,98,0,0,395,180,215,0,83.72,mauza
26,,14,,548,113,28,Bil Jamula,98,98,0,0,395,180,215,0,83.72,village
26,,14,,548,195,,Dakkhin Paichhal*,180,179,1,0,746,373,373,0,100,mauza
26,,14,,548,195,68,Dakkhin Paichhal,180,179,1,0,746,373,373,0,100,village
26,,14,,548,404,,Jalsin*,285,281,0,4,1161,577,584,0,98.8,mauza
26,,14,,548,404,188,Jalsin,285,281,0,4,1161,577,584,0,98.8,village
26,,14,,548,572,,Nannar*,2938,2909,1,28,11652,5702,5950,0,95.83,mauza
26,,14,,548,572,48,Char Chauna,262,258,0,4,1087,536,551,0,97.28,village
26,,14,,548,572,56,Chauna,439,435,0,4,1682,818,864,0,94.68,village
26,,14,,548,572,128,Ghorakanda,415,410,1,4,1657,809,848,0,95.4,village
26,,14,,548,572,136,Gopalkrishnapur,396,394,0,2,1514,735,779,0,94.35,village
26,,14,,548,572,208,Kalidaspatti,97,97,0,0,376,182,194,0,93.81,village
26,,14,,548,572,268,Nannar,1329,1315,0,14,5336,2622,2714,0,96.61,village
26,,14,,548,642,,Pashchim Gopalpur*,178,178,0,0,761,385,376,0,102.39,mauza
26,,14,,548,642,308,Pashchim Gopalpur,178,178,0,0,761,385,376,0,102.39,village
26,,14,,548,652,,Purba Naogaon*,133,133,0,0,566,275,291,0,94.5,mauza
26,,14,,548,652,308,Purba Naogaon,133,133,0,0,566,275,291,0,94.5,village
26,,14,,548,709,,Raghunathpur*,442,442,0,0,1854,889,965,0,92.12,mauza
26,,14,,548,709,208,Kanda Kawali,170,170,0,0,703,339,364,0,93.13,village
26,,14,,548,709,348,Raghunathpur,272,272,0,0,1151,550,601,0,91.51,village
26,,14,,548,754,,Shainpara*,19,19,0,0,108,57,51,0,111.76,mauza
26,,14,,548,754,368,Shainpara,19,19,0,0,108,57,51,0,111.76,village
26,,14,,548,758,,Sheorail*,186,185,0,1,746,360,386,0,93.26,mauza
26,,14,,548,758,368,Sheorail,186,185,0,1,746,360,386,0,93.26,village
26,,14,,548,761,,Sholakura*,81,81,0,0,398,202,196,0,103.06,mauza
26,,14,,548,761,368,Sholakuria,81,81,0,0,398,202,196,0,103.06,village
26,,14,,548,833,,Ulail*,425,425,0,0,1775,846,929,0,91.07,mauza
26,,14,,548,833,208,Kalidaspatti,95,95,0,0,425,201,224,0,89.73,village
26,,14,,548,833,408,Ulail,330,330,0,0,1350,645,705,0,91.49,village
26,,14,,681,,,Roail Union,6422,6397,3,22,25273,12507,12766,0,97.97,union_ward
26,,14,,681,,,Rural,6422,6397,3,22,25273,12507,12766,0,97.97,union_ward
26,,14,,681,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,14,,681,29,,Ag Roail*,14,14,0,0,61,31,30,0,103.33,mauza
26,,14,,681,29,48,Ag Roail,14,14,0,0,61,31,30,0,103.33,village
26,,14,,681,35,,Atimaithal*,338,338,0,0,1301,607,694,0,87.46,mauza
26,,14,,681,35,65,Atimaithal,338,338,0,0,1301,607,694,0,87.46,village
26,,14,,681,99,,Bahutkul*,517,516,0,1,2040,946,1094,0,86.47,mauza
26,,14,,681,99,28,Bahutkul,517,516,0,1,2040,946,1094,0,86.47,village
26,,14,,681,149,,Char Bardail*,389,387,0,2,1499,737,762,0,96.72,mauza
26,,14,,681,149,48,Char Bardail,300,298,0,2,1167,565,602,0,93.85,village
26,,14,,681,149,248,Mohanpur,89,89,0,0,332,172,160,0,107.5,village
26,,14,,681,150,,Char Sungar*,1110,1107,1,2,4401,2195,2206,0,99.5,mauza
26,,14,,681,150,48,Char Sungar,1110,1107,1,2,4401,2195,2206,0,99.5,village
26,,14,,681,463,,Khararchar*,1213,1207,1,5,4822,2355,2467,0,95.46,mauza
26,,14,,681,463,208,Khararchar,1213,1207,1,5,4822,2355,2467,0,95.46,village
26,,14,,681,465,,Kismat Bhabanipur*,106,106,0,0,486,255,231,0,110.39,mauza
26,,14,,681,465,208,Kismat Bhabanipur,106,106,0,0,486,255,231,0,110.39,village
26,,14,,681,541,,Matial*,413,411,0,2,1570,753,817,0,92.17,mauza
26,,14,,681,541,208,Krishnanagar,413,411,0,2,1570,753,817,0,92.17,village
26,,14,,681,641,,Pashchim Bhabanipur*,112,112,0,0,493,274,219,0,125.11,mauza
26,,14,,681,641,308,Pashchim Bhabanipur,112,112,0,0,493,274,219,0,125.11,village
26,,14,,681,716,,Roail*,608,608,0,0,2403,1227,1176,0,104.34,mauza
26,,14,,681,716,68,Dadhighata,216,216,0,0,830,437,393,0,111.2,village
26,,14,,681,716,348,Roail,392,392,0,0,1573,790,783,0,100.89,village
26,,14,,681,751,,Senail*,272,271,1,0,1104,564,540,0,104.44,mauza
26,,14,,681,751,368,Senail,272,271,1,0,1104,564,540,0,104.44,village
26,,14,,681,773,,Sungar*,1330,1320,0,10,5093,2563,2530,0,101.3,mauza
26,,14,,681,773,108,Faringa,637,637,0,0,2295,1153,1142,0,100.96,village
26,,14,,681,773,368,Sungar,693,683,0,10,2798,1410,1388,0,101.59,village
26,,14,,715,,,Sanora Union,6357,6322,10,25,25261,12390,12870,1,96.27,union_ward
26,,14,,715,,,Rural,6357,6322,10,25,25261,12390,12870,1,96.27,union_ward
26,,14,,715,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,14,,715,66,,Bagdia*,27,27,0,0,104,52,52,0,100,mauza
26,,14,,715,66,28,Bagdia,27,27,0,0,104,52,52,0,100,village
26,,14,,715,82,,Bara Amarpur*,340,339,0,1,1354,668,686,0,97.38,mauza
26,,14,,715,82,28,Bara Amarpur,119,118,0,1,469,224,245,0,91.43,village
26,,14,,715,82,48,Char Khanda,221,221,0,0,885,444,441,0,100.68,village
26,,14,,715,108,,Bhalum*,1842,1827,2,13,6849,3373,3476,0,97.04,mauza
26,,14,,715,108,28,Bathuli,250,250,0,0,975,447,528,0,84.66,village
26,,14,,715,108,36,Batulia,437,434,1,2,1648,811,837,0,96.89,village
26,,14,,715,108,44,Bhalum,603,599,1,3,2426,1212,1214,0,99.84,village
26,,14,,715,108,208,Kalampur Bazar,552,544,0,8,1800,903,897,0,100.67,village
26,,14,,715,118,,Butsuhati*,120,120,0,0,494,241,253,0,95.26,mauza
26,,14,,715,118,28,Butsuhati,120,120,0,0,494,241,253,0,95.26,village
26,,14,,715,160,,Chhota Narayanpur*,104,104,0,0,434,205,229,0,89.52,mauza
26,,14,,715,160,48,Chhota Narayanpur,104,104,0,0,434,205,229,0,89.52,village
26,,14,,715,194,,Dakkhin Naohata*,84,84,0,0,349,175,174,0,100.57,mauza
26,,14,,715,194,68,Dakkhin Naohata,84,84,0,0,349,175,174,0,100.57,village
26,,14,,715,211,,Dewnai*,1032,1031,1,0,4185,2095,2090,0,100.24,mauza
